date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
2020-06-23,Napa,County,139652.0,24.0,360.0,0.0,5.0,570.0,20455.0,11.0,353.0,8.0,230.0,0.0,3.0,334.0,18968.0
2020-06-23,Nevada,County,98710.0,5.0,122.0,0.0,1.0,288.0,7910.0,3.0,76.0,2.0,81.0,0.0,1.0,253.0,4749.0
2020-06-23,Orange,County,3228519.0,929.0,17953.0,11.0,808.0,7923.0,236569.0,1119.0,19678.0,360.0,11071.0,3.0,278.0,4984.0,162422.0
2020-06-23,Out of state,County,,,,,,,,,,,,,,280.0,11866.0
2020-06-23,Placer,County,400434.0,30.0,705.0,0.0,11.0,768.0,26144.0,52.0,794.0,13.0,525.0,1.0,10.0,487.0,16955.0
2020-06-23,Plumas,County,18997.0,2.0,9.0,0.0,0.0,47.0,1351.0,2.0,8.0,0.0,6.0,0.0,0.0,32.0,753.0
2020-06-23,Riverside,County,2468145.0,974.0,19517.0,14.0,611.0,7991.0,230921.0,1106.0,21160.0,521.0,14469.0,3.0,406.0,3772.0,147395.0
2020-06-23,Sacramento,County,1567975.0,216.0,3194.0,4.0,95.0,3591.0,101099.0,229.0,3431.0,131.0,2374.0,0.0,62.0,1977.0,67939.0
2020-06-23,San Benito,County,64022.0,9.0,244.0,0.0,3.0,148.0,5481.0,19.0,277.0,3.0,167.0,0.0,2.0,129.0,5375.0
2020-06-23,San Bernardino,County,2217398.0,777.0,15108.0,17.0,456.0,7044.0,173318.0,878.0,16864.0,638.0,9771.0,0.0,229.0,3102.0,119370.0
2020-06-23,San Diego,County,3370418.0,490.0,14523.0,5.0,484.0,7508.0,257435.0,383.0,14165.0,198.0,11296.0,3.0,341.0,3778.0,142752.0
2020-06-23,San Francisco,County,892280.0,93.0,3668.0,0.0,58.0,3737.0,137173.0,117.0,4406.0,177.0,3177.0,1.0,48.0,2817.0,107007.0
2020-06-23,San Joaquin,County,782545.0,246.0,3803.0,8.0,116.0,2079.0,52263.0,322.0,4233.0,170.0,2502.0,0.0,48.0,1037.0,32642.0
2020-06-23,San Luis Obispo,County,278862.0,31.0,640.0,1.0,8.0,734.0,30048.0,18.0,577.0,23.0,445.0,0.0,1.0,625.0,20546.0
2020-06-23,San Mateo,County,778001.0,80.0,3177.0,1.0,129.0,2199.0,84329.0,109.0,4910.0,94.0,2907.0,0.0,81.0,1255.0,54914.0
2020-06-23,Santa Barbara,County,456373.0,92.0,3413.0,0.0,66.0,1179.0,45339.0,103.0,3262.0,51.0,2498.0,1.0,22.0,1000.0,32452.0
2020-06-23,Santa Clara,County,1967585.0,159.0,4798.0,3.0,228.0,6921.0,179767.0,197.0,6112.0,120.0,3700.0,0.0,155.0,3699.0,130905.0
2020-06-23,Santa Cruz,County,273999.0,13.0,397.0,0.0,3.0,494.0,19488.0,15.0,372.0,23.0,313.0,-1.0,2.0,369.0,11541.0
2020-06-23,Shasta,County,177925.0,3.0,158.0,0.0,14.0,303.0,12539.0,5.0,163.0,4.0,81.0,0.0,5.0,284.0,8264.0
2020-06-23,Sierra,County,3115.0,0.0,2.0,0.0,0.0,12.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,230.0
2020-06-23,Siskiyou,County,43956.0,0.0,29.0,0.0,0.0,102.0,4106.0,0.0,43.0,1.0,24.0,0.0,0.0,96.0,2778.0
2020-06-23,Solano,County,444255.0,78.0,1504.0,1.0,39.0,1213.0,37386.0,63.0,1388.0,157.0,941.0,0.0,21.0,1020.0,23975.0
2020-06-23,Sonoma,County,496668.0,46.0,1224.0,0.0,10.0,1244.0,54360.0,51.0,1252.0,52.0,912.0,0.0,4.0,1071.0,42262.0
2020-06-23,Stanislaus,County,562303.0,189.0,3095.0,1.0,85.0,1520.0,35429.0,217.0,3135.0,66.0,1850.0,0.0,35.0,743.0,23876.0
2020-06-23,Sutter,County,105747.0,9.0,153.0,0.0,3.0,196.0,5905.0,14.0,156.0,12.0,112.0,0.0,2.0,194.0,4322.0
2020-06-23,Tehama,County,65885.0,4.0,80.0,0.0,1.0,130.0,5118.0,2.0,82.0,12.0,50.0,0.0,1.0,136.0,3600.0
2020-06-23,Trinity,County,13354.0,0.0,2.0,0.0,0.0,16.0,898.0,0.0,2.0,0.0,2.0,0.0,0.0,13.0,741.0
2020-06-23,Tulare,County,484423.0,138.0,4607.0,3.0,164.0,1188.0,42680.0,173.0,5406.0,271.0,3456.0,0.0,111.0,994.0,26275.0
2020-06-23,Tuolumne,County,52351.0,11.0,27.0,0.0,0.0,206.0,3951.0,3.0,30.0,1.0,9.0,0.0,0.0,111.0,2626.0
2020-06-23,Unknown,County,,0.0,0.0,0.0,0.0,,,,,-1.0,3.0,0.0,0.0,811.0,11612.0
2020-06-23,Ventura,County,852747.0,150.0,3225.0,4.0,77.0,2574.0,71122.0,154.0,3385.0,144.0,2209.0,1.0,40.0,1134.0,52365.0
2020-06-23,Yolo,County,223612.0,27.0,546.0,2.0,30.0,586.0,15704.0,30.0,692.0,17.0,350.0,0.0,24.0,330.0,9794.0
2020-06-23,Yuba,County,79290.0,5.0,54.0,0.0,1.0,128.0,4351.0,5.0,51.0,-1.0,35.0,0.0,1.0,127.0,3118.0
2020-06-22,Alameda,County,1685886.0,196.0,5968.0,2.0,189.0,4398.0,134295.0,246.0,6590.0,109.0,4944.0,0.0,121.0,3454.0,92233.0
2020-06-22,Alpine,County,1117.0,0.0,1.0,0.0,0.0,6.0,203.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,145.0
2020-06-22,Amador,County,38531.0,5.0,20.0,0.0,0.0,86.0,2536.0,5.0,21.0,0.0,12.0,0.0,0.0,50.0,1454.0
2020-06-22,Butte,County,217769.0,14.0,166.0,1.0,3.0,323.0,10723.0,8.0,133.0,7.0,104.0,0.0,1.0,283.0,7677.0
2020-06-22,Calaveras,County,44289.0,0.0,40.0,0.0,0.0,62.0,2792.0,1.0,40.0,0.0,20.0,0.0,0.0,79.0,1832.0
2020-06-22,California,State,40129160.0,8837.0,235840.0,121.0,8633.0,107627.0,3883542.0,9738.0,267060.0,5019.0,183073.0,20.0,5445.0,85243.0,2716565.0
2020-06-22,Colusa,County,22593.0,8.0,37.0,0.0,0.0,40.0,852.0,3.0,12.0,0.0,7.0,0.0,0.0,23.0,587.0
2020-06-22,Contra Costa,County,1160099.0,126.0,2961.0,0.0,97.0,2659.0,78875.0,125.0,2906.0,81.0,2363.0,0.0,60.0,2088.0,48663.0
2020-06-22,Del Norte,County,27558.0,1.0,48.0,0.0,0.0,75.0,2532.0,1.0,69.0,0.0,46.0,0.0,0.0,43.0,2275.0
2020-06-22,El Dorado,County,193098.0,9.0,203.0,0.0,0.0,344.0,13058.0,7.0,193.0,5.0,137.0,0.0,0.0,327.0,9734.0
2020-06-22,Fresno,County,1032227.0,564.0,6851.0,3.0,178.0,2541.0,57669.0,427.0,5500.0,129.0,3425.0,0.0,67.0,1807.0,38772.0
2020-06-22,Glenn,County,29348.0,9.0,114.0,0.0,0.0,56.0,1088.0,10.0,67.0,0.0,40.0,0.0,0.0,24.0,815.0
2020-06-22,Humboldt,County,134098.0,3.0,150.0,0.0,4.0,192.0,10993.0,13.0,155.0,2.0,110.0,0.0,3.0,253.0,9715.0
2020-06-22,Imperial,County,191649.0,180.0,7060.0,2.0,226.0,1251.0,31517.0,264.0,6912.0,-1.0,4700.0,0.0,38.0,862.0,27178.0
2020-06-22,Inyo,County,18453.0,2.0,29.0,0.0,1.0,62.0,1244.0,2.0,31.0,0.0,26.0,0.0,1.0,27.0,852.0
2020-06-22,Kern,County,927251.0,291.0,6203.0,9.0,133.0,2670.0,67469.0,371.0,5905.0,64.0,3982.0,0.0,60.0,1352.0,49135.0
2020-06-22,Kings,County,156444.0,62.0,2374.0,1.0,39.0,502.0,22031.0,55.0,2622.0,179.0,1513.0,2.0,13.0,1043.0,15424.0
2020-06-22,Lake,County,64871.0,5.0,53.0,0.0,0.0,198.0,4691.0,4.0,44.0,1.0,37.0,0.0,0.0,122.0,3902.0
2020-06-22,Lassen,County,30065.0,94.0,113.0,0.0,0.0,1194.0,3767.0,93.0,146.0,0.0,7.0,0.0,0.0,61.0,2254.0
2020-06-22,Los Angeles,County,10257557.0,2361.0,96543.0,43.0,4253.0,33436.0,1499622.0,2988.0,119531.0,2542.0,85925.0,16.0,3117.0,30242.0,1074063.0
2020-06-22,Madera,County,160089.0,34.0,675.0,0.0,12.0,395.0,9114.0,37.0,448.0,14.0,333.0,0.0,4.0,308.0,5742.0
2020-06-22,Marin,County,260800.0,158.0,1718.0,1.0,28.0,1170.0,32470.0,174.0,1764.0,122.0,1029.0,0.0,17.0,928.0,20098.0
2020-06-22,Mariposa,County,17795.0,3.0,25.0,0.0,1.0,16.0,1940.0,3.0,20.0,0.0,18.0,0.0,1.0,62.0,1391.0
2020-06-22,Mendocino,County,88439.0,3.0,72.0,0.0,1.0,104.0,7556.0,4.0,98.0,0.0,48.0,0.0,0.0,251.0,4570.0
2020-06-22,Merced,County,287420.0,93.0,1152.0,0.0,18.0,638.0,15267.0,85.0,999.0,42.0,619.0,0.0,8.0,356.0,10107.0
2020-06-22,Modoc,County,9475.0,0.0,1.0,0.0,0.0,12.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,379.0
2020-06-22,Mono,County,13961.0,0.0,44.0,0.0,1.0,13.0,1310.0,0.0,52.0,0.0,34.0,0.0,1.0,27.0,1237.0
2020-06-22,Monterey,County,448732.0,73.0,1712.0,0.0,18.0,683.0,29204.0,54.0,1738.0,66.0,1293.0,0.0,12.0,823.0,18940.0
2020-06-22,Napa,County,139652.0,15.0,336.0,0.0,5.0,716.0,19885.0,29.0,342.0,4.0,222.0,0.0,3.0,366.0,18634.0
2020-06-22,Nevada,County,98710.0,3.0,117.0,0.0,1.0,170.0,7622.0,3.0,73.0,0.0,79.0,0.0,1.0,247.0,4496.0
2020-06-22,Orange,County,3228519.0,830.0,17024.0,11.0,797.0,7141.0,228646.0,946.0,18559.0,148.0,10711.0,0.0,275.0,5220.0,157438.0
2020-06-22,Out of state,County,,,,,,,,,,,,,,287.0,11586.0
2020-06-22,Placer,County,400434.0,29.0,675.0,0.0,11.0,853.0,25376.0,31.0,742.0,14.0,512.0,0.0,9.0,631.0,16468.0
2020-06-22,Plumas,County,18997.0,0.0,7.0,0.0,0.0,16.0,1304.0,0.0,6.0,0.0,6.0,0.0,0.0,41.0,721.0
2020-06-22,Riverside,County,2468145.0,709.0,18543.0,8.0,597.0,5160.0,222930.0,799.0,20054.0,420.0,13948.0,1.0,403.0,5070.0,143623.0
2020-06-22,Sacramento,County,1567975.0,200.0,2978.0,1.0,91.0,3249.0,97508.0,196.0,3202.0,87.0,2243.0,0.0,62.0,2138.0,65962.0
2020-06-22,San Benito,County,64022.0,14.0,235.0,0.0,3.0,148.0,5333.0,10.0,258.0,13.0,164.0,0.0,2.0,119.0,5246.0
2020-06-22,San Bernardino,County,2217398.0,773.0,14331.0,14.0,439.0,6066.0,166274.0,877.0,15986.0,208.0,9133.0,0.0,229.0,4072.0,116268.0
2020-06-22,San Diego,County,3370418.0,547.0,14033.0,9.0,479.0,6005.0,249927.0,282.0,13782.0,302.0,11098.0,0.0,338.0,3079.0,138974.0
2020-06-22,San Francisco,County,892280.0,106.0,3575.0,0.0,58.0,3725.0,133436.0,144.0,4289.0,0.0,3000.0,0.0,47.0,2871.0,104190.0
2020-06-22,San Joaquin,County,782545.0,239.0,3557.0,5.0,108.0,2425.0,50184.0,318.0,3911.0,144.0,2332.0,0.0,48.0,1121.0,31605.0
2020-06-22,San Luis Obispo,County,278862.0,25.0,609.0,0.0,7.0,698.0,29314.0,28.0,559.0,4.0,422.0,0.0,1.0,656.0,19921.0
2020-06-22,San Mateo,County,778001.0,43.0,3097.0,0.0,128.0,2396.0,82130.0,68.0,4801.0,32.0,2813.0,0.0,81.0,1304.0,53659.0
2020-06-22,Santa Barbara,County,456373.0,107.0,3321.0,1.0,66.0,1332.0,44160.0,120.0,3159.0,17.0,2447.0,0.0,21.0,1116.0,31452.0
2020-06-22,Santa Clara,County,1967585.0,138.0,4639.0,3.0,225.0,4484.0,172846.0,124.0,5915.0,66.0,3580.0,1.0,155.0,3517.0,127206.0
2020-06-22,Santa Cruz,County,273999.0,10.0,384.0,0.0,3.0,493.0,18994.0,9.0,357.0,0.0,290.0,0.0,3.0,358.0,11172.0
2020-06-22,Shasta,County,177925.0,9.0,155.0,2.0,14.0,382.0,12236.0,4.0,158.0,2.0,77.0,0.0,5.0,309.0,7980.0
2020-06-22,Sierra,County,3115.0,0.0,2.0,0.0,0.0,2.0,213.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,226.0
2020-06-22,Siskiyou,County,43956.0,0.0,29.0,0.0,0.0,126.0,4004.0,0.0,43.0,0.0,23.0,0.0,0.0,88.0,2682.0
2020-06-22,Solano,County,444255.0,105.0,1426.0,0.0,38.0,1566.0,36173.0,123.0,1325.0,1.0,784.0,0.0,21.0,1104.0,22955.0
2020-06-22,Sonoma,County,496668.0,51.0,1178.0,2.0,10.0,1370.0,53116.0,37.0,1201.0,24.0,860.0,0.0,4.0,1140.0,41191.0
2020-06-22,Stanislaus,County,562303.0,188.0,2906.0,2.0,84.0,1252.0,33909.0,186.0,2918.0,96.0,1784.0,0.0,35.0,761.0,23133.0
2020-06-22,Sutter,County,105747.0,8.0,144.0,0.0,3.0,209.0,5709.0,11.0,142.0,4.0,100.0,0.0,2.0,166.0,4128.0
2020-06-22,Tehama,County,65885.0,11.0,76.0,0.0,1.0,277.0,4988.0,13.0,80.0,3.0,38.0,0.0,1.0,130.0,3464.0
2020-06-22,Trinity,County,13354.0,0.0,2.0,0.0,0.0,18.0,882.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,728.0
2020-06-22,Tulare,County,484423.0,167.0,4469.0,1.0,161.0,1098.0,41492.0,183.0,5233.0,12.0,3185.0,0.0,111.0,1112.0,25281.0
2020-06-22,Tuolumne,County,52351.0,3.0,16.0,0.0,0.0,78.0,3745.0,2.0,27.0,0.0,8.0,0.0,0.0,127.0,2515.0
2020-06-22,Unknown,County,,0.0,0.0,0.0,0.0,,,,,1.0,4.0,0.0,0.0,565.0,10801.0
2020-06-22,Ventura,County,852747.0,177.0,3075.0,0.0,73.0,2532.0,68548.0,188.0,3231.0,44.0,2065.0,0.0,39.0,2135.0,51231.0
2020-06-22,Yolo,County,223612.0,32.0,519.0,0.0,28.0,385.0,15118.0,23.0,662.0,10.0,333.0,0.0,24.0,342.0,9464.0
2020-06-22,Yuba,County,79290.0,4.0,49.0,0.0,1.0,129.0,4223.0,4.0,46.0,1.0,36.0,0.0,1.0,116.0,2991.0
2020-06-21,Alameda,County,1685886.0,63.0,5772.0,1.0,187.0,989.0,129897.0,46.0,6344.0,77.0,4835.0,2.0,121.0,3711.0,88779.0
2020-06-21,Alpine,County,1117.0,0.0,1.0,0.0,0.0,0.0,197.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,143.0
2020-06-21,Amador,County,38531.0,0.0,15.0,0.0,0.0,23.0,2450.0,0.0,16.0,0.0,12.0,0.0,0.0,56.0,1404.0
2020-06-21,Butte,County,217769.0,7.0,152.0,0.0,2.0,55.0,10400.0,2.0,125.0,3.0,97.0,0.0,1.0,266.0,7394.0
2020-06-21,Calaveras,County,44289.0,0.0,40.0,0.0,0.0,15.0,2730.0,0.0,39.0,0.0,20.0,0.0,0.0,84.0,1753.0
2020-06-21,California,State,40129160.0,3770.0,227003.0,78.0,8512.0,27626.0,3775915.0,2975.0,257322.0,4230.0,178054.0,23.0,5425.0,92430.0,2631322.0
2020-06-21,Colusa,County,22593.0,3.0,29.0,0.0,0.0,6.0,812.0,0.0,9.0,0.0,7.0,0.0,0.0,25.0,564.0
2020-06-21,Contra Costa,County,1160099.0,58.0,2835.0,0.0,97.0,701.0,76216.0,41.0,2781.0,51.0,2282.0,6.0,60.0,2088.0,46575.0
2020-06-21,Del Norte,County,27558.0,0.0,47.0,0.0,0.0,4.0,2457.0,0.0,68.0,0.0,46.0,0.0,0.0,47.0,2232.0
2020-06-21,El Dorado,County,193098.0,5.0,194.0,0.0,0.0,89.0,12714.0,0.0,186.0,2.0,132.0,0.0,0.0,283.0,9407.0
2020-06-21,Fresno,County,1032227.0,125.0,6287.0,1.0,175.0,570.0,55128.0,72.0,5073.0,74.0,3296.0,0.0,67.0,1824.0,36965.0
2020-06-21,Glenn,County,29348.0,5.0,105.0,0.0,0.0,5.0,1032.0,0.0,57.0,0.0,40.0,0.0,0.0,24.0,791.0
2020-06-21,Humboldt,County,134098.0,0.0,147.0,0.0,4.0,20.0,10801.0,0.0,142.0,0.0,108.0,0.0,3.0,201.0,9462.0
2020-06-21,Imperial,County,191649.0,76.0,6880.0,6.0,224.0,178.0,30266.0,63.0,6648.0,85.0,4701.0,1.0,38.0,875.0,26316.0
2020-06-21,Inyo,County,18453.0,0.0,27.0,0.0,1.0,7.0,1182.0,0.0,29.0,0.0,26.0,0.0,1.0,27.0,825.0
2020-06-21,Kern,County,927251.0,162.0,5912.0,3.0,124.0,789.0,64799.0,161.0,5534.0,82.0,3918.0,1.0,60.0,1429.0,47783.0
2020-06-21,Kings,County,156444.0,24.0,2312.0,0.0,38.0,66.0,21529.0,14.0,2567.0,3.0,1334.0,2.0,11.0,1025.0,14381.0
2020-06-21,Lake,County,64871.0,0.0,48.0,0.0,0.0,22.0,4493.0,0.0,40.0,-1.0,36.0,0.0,0.0,127.0,3780.0
2020-06-21,Lassen,County,30065.0,1.0,19.0,0.0,0.0,8.0,2573.0,1.0,53.0,0.0,7.0,0.0,0.0,56.0,2193.0
2020-06-21,Los Angeles,County,10257557.0,1040.0,94182.0,28.0,4210.0,9412.0,1466186.0,1101.0,116543.0,1779.0,83383.0,8.0,3101.0,30062.0,1043821.0
2020-06-21,Madera,County,160089.0,33.0,641.0,0.0,12.0,160.0,8719.0,14.0,411.0,-2.0,319.0,0.0,4.0,693.0,5434.0
2020-06-21,Marin,County,260800.0,20.0,1560.0,0.0,27.0,256.0,31300.0,13.0,1590.0,28.0,907.0,0.0,17.0,1035.0,19170.0
2020-06-21,Mariposa,County,17795.0,0.0,22.0,0.0,1.0,1.0,1924.0,0.0,17.0,0.0,18.0,0.0,1.0,74.0,1329.0
2020-06-21,Mendocino,County,88439.0,1.0,69.0,0.0,1.0,29.0,7452.0,0.0,94.0,0.0,48.0,0.0,0.0,221.0,4319.0
2020-06-21,Merced,County,287420.0,39.0,1059.0,1.0,18.0,89.0,14629.0,20.0,914.0,11.0,577.0,0.0,8.0,330.0,9751.0
2020-06-21,Modoc,County,9475.0,0.0,1.0,0.0,0.0,1.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,366.0
2020-06-21,Mono,County,13961.0,0.0,44.0,0.0,1.0,7.0,1297.0,0.0,52.0,0.0,34.0,0.0,1.0,25.0,1210.0
2020-06-21,Monterey,County,448732.0,36.0,1639.0,0.0,18.0,313.0,28521.0,31.0,1684.0,46.0,1227.0,0.0,12.0,726.0,18117.0
2020-06-21,Napa,County,139652.0,9.0,321.0,0.0,5.0,68.0,19169.0,2.0,313.0,6.0,218.0,0.0,3.0,447.0,18268.0
2020-06-21,Nevada,County,98710.0,3.0,114.0,0.0,1.0,34.0,7452.0,0.0,70.0,6.0,79.0,0.0,1.0,210.0,4249.0
2020-06-21,Orange,County,3228519.0,346.0,16194.0,10.0,786.0,2067.0,221505.0,312.0,17613.0,279.0,10563.0,2.0,275.0,5556.0,152218.0
2020-06-21,Out of state,County,,,,,,,,,,,,,,295.0,11299.0
2020-06-21,Placer,County,400434.0,23.0,646.0,0.0,11.0,138.0,24523.0,9.0,711.0,15.0,498.0,0.0,9.0,649.0,15837.0
2020-06-21,Plumas,County,18997.0,1.0,7.0,0.0,0.0,4.0,1288.0,0.0,6.0,0.0,6.0,0.0,0.0,40.0,680.0
2020-06-21,Riverside,County,2468145.0,299.0,17834.0,3.0,589.0,1635.0,217770.0,240.0,19255.0,507.0,13528.0,0.0,402.0,4643.0,138553.0
2020-06-21,Sacramento,County,1567975.0,70.0,2778.0,2.0,90.0,823.0,94259.0,50.0,3006.0,87.0,2156.0,-1.0,62.0,2313.0,63824.0
2020-06-21,San Benito,County,64022.0,4.0,221.0,0.0,3.0,97.0,5185.0,3.0,248.0,12.0,151.0,0.0,2.0,99.0,5127.0
2020-06-21,San Bernardino,County,2217398.0,361.0,13558.0,3.0,425.0,1100.0,160208.0,236.0,15109.0,207.0,8925.0,0.0,229.0,3788.0,112196.0
2020-06-21,San Diego,County,3370418.0,323.0,13486.0,9.0,470.0,1747.0,243922.0,125.0,13500.0,310.0,10796.0,0.0,338.0,5968.0,135895.0
2020-06-21,San Francisco,County,892280.0,45.0,3469.0,2.0,58.0,1359.0,129711.0,45.0,4145.0,1.0,3000.0,0.0,47.0,4420.0,101319.0
2020-06-21,San Joaquin,County,782545.0,83.0,3318.0,4.0,103.0,635.0,47759.0,97.0,3593.0,142.0,2188.0,0.0,48.0,1118.0,30484.0
2020-06-21,San Luis Obispo,County,278862.0,13.0,584.0,0.0,7.0,174.0,28616.0,6.0,531.0,13.0,418.0,0.0,1.0,727.0,19265.0
2020-06-21,San Mateo,County,778001.0,27.0,3054.0,0.0,128.0,565.0,79734.0,49.0,4733.0,26.0,2781.0,0.0,81.0,1471.0,52355.0
2020-06-21,Santa Barbara,County,456373.0,56.0,3214.0,1.0,65.0,684.0,42828.0,42.0,3039.0,72.0,2430.0,0.0,21.0,1215.0,30336.0
2020-06-21,Santa Clara,County,1967585.0,72.0,4501.0,1.0,222.0,1029.0,168362.0,44.0,5791.0,79.0,3514.0,0.0,154.0,4971.0,123689.0
2020-06-21,Santa Cruz,County,273999.0,2.0,374.0,0.0,3.0,196.0,18501.0,5.0,348.0,3.0,290.0,0.0,3.0,354.0,10814.0
2020-06-21,Shasta,County,177925.0,6.0,146.0,0.0,12.0,33.0,11854.0,0.0,154.0,9.0,75.0,0.0,5.0,292.0,7671.0
2020-06-21,Sierra,County,3115.0,0.0,2.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,219.0
2020-06-21,Siskiyou,County,43956.0,1.0,29.0,0.0,0.0,8.0,3878.0,0.0,43.0,1.0,23.0,0.0,0.0,94.0,2594.0
2020-06-21,Solano,County,444255.0,24.0,1321.0,0.0,38.0,144.0,34607.0,12.0,1202.0,-1.0,783.0,0.0,21.0,1135.0,21851.0
2020-06-21,Sonoma,County,496668.0,36.0,1127.0,0.0,8.0,186.0,51746.0,15.0,1164.0,30.0,836.0,0.0,4.0,1168.0,40051.0
2020-06-21,Stanislaus,County,562303.0,108.0,2718.0,1.0,82.0,284.0,32657.0,57.0,2732.0,90.0,1688.0,0.0,35.0,758.0,22372.0
2020-06-21,Sutter,County,105747.0,2.0,136.0,0.0,3.0,38.0,5500.0,2.0,131.0,7.0,96.0,0.0,2.0,153.0,3962.0
2020-06-21,Tehama,County,65885.0,2.0,65.0,0.0,1.0,12.0,4711.0,0.0,67.0,0.0,35.0,0.0,1.0,147.0,3334.0
2020-06-21,Trinity,County,13354.0,0.0,2.0,0.0,0.0,0.0,864.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,710.0
2020-06-21,Tulare,County,484423.0,72.0,4302.0,1.0,160.0,172.0,40394.0,15.0,5050.0,1.0,3173.0,0.0,111.0,1082.0,24169.0
2020-06-21,Tuolumne,County,52351.0,2.0,13.0,0.0,0.0,27.0,3667.0,1.0,25.0,0.0,8.0,0.0,0.0,135.0,2388.0
2020-06-21,Unknown,County,,0.0,0.0,0.0,0.0,,,,,0.0,3.0,0.0,0.0,760.0,10236.0
2020-06-21,Ventura,County,852747.0,65.0,2898.0,1.0,73.0,400.0,66016.0,24.0,3043.0,75.0,2021.0,2.0,39.0,2591.0,49096.0
2020-06-21,Yolo,County,223612.0,15.0,487.0,0.0,28.0,113.0,14733.0,3.0,639.0,14.0,323.0,0.0,24.0,361.0,9122.0
2020-06-21,Yuba,County,79290.0,2.0,45.0,0.0,1.0,39.0,4094.0,2.0,42.0,1.0,35.0,0.0,1.0,118.0,2875.0
2020-06-20,Alameda,County,1685886.0,72.0,5709.0,2.0,186.0,1834.0,128908.0,73.0,6298.0,112.0,4758.0,0.0,119.0,3018.0,85068.0
2020-06-20,Alpine,County,1117.0,0.0,1.0,0.0,0.0,0.0,197.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,141.0
2020-06-20,Amador,County,38531.0,0.0,15.0,0.0,0.0,13.0,2427.0,0.0,16.0,0.0,12.0,0.0,0.0,53.0,1348.0
2020-06-20,Butte,County,217769.0,4.0,145.0,0.0,2.0,101.0,10345.0,1.0,123.0,3.0,94.0,0.0,1.0,286.0,7128.0
2020-06-20,Calaveras,County,44289.0,1.0,40.0,0.0,0.0,32.0,2715.0,0.0,39.0,0.0,20.0,0.0,0.0,78.0,1669.0
2020-06-20,California,State,40129160.0,4958.0,223233.0,96.0,8434.0,50431.0,3748289.0,5075.0,254347.0,4515.0,173824.0,84.0,5402.0,84844.0,2538892.0
2020-06-20,Colusa,County,22593.0,2.0,26.0,0.0,0.0,7.0,806.0,0.0,9.0,0.0,7.0,0.0,0.0,25.0,539.0
2020-06-20,Contra Costa,County,1160099.0,80.0,2777.0,2.0,97.0,963.0,75515.0,59.0,2740.0,125.0,2231.0,0.0,54.0,1731.0,44487.0
2020-06-20,Del Norte,County,27558.0,0.0,47.0,0.0,0.0,6.0,2453.0,0.0,68.0,0.0,46.0,0.0,0.0,50.0,2185.0
2020-06-20,El Dorado,County,193098.0,9.0,189.0,0.0,0.0,177.0,12625.0,2.0,186.0,6.0,130.0,0.0,0.0,231.0,9124.0
2020-06-20,Fresno,County,1032227.0,163.0,6162.0,2.0,174.0,1048.0,54558.0,122.0,5001.0,113.0,3222.0,6.0,67.0,1558.0,35141.0
2020-06-20,Glenn,County,29348.0,6.0,100.0,0.0,0.0,8.0,1027.0,3.0,57.0,0.0,40.0,0.0,0.0,21.0,767.0
2020-06-20,Humboldt,County,134098.0,1.0,147.0,0.0,4.0,19.0,10781.0,0.0,142.0,2.0,108.0,0.0,3.0,153.0,9261.0
2020-06-20,Imperial,County,191649.0,87.0,6804.0,4.0,218.0,262.0,30088.0,78.0,6585.0,112.0,4616.0,1.0,37.0,824.0,25441.0
2020-06-20,Inyo,County,18453.0,0.0,27.0,0.0,1.0,5.0,1175.0,0.0,29.0,0.0,26.0,0.0,1.0,27.0,798.0
2020-06-20,Kern,County,927251.0,223.0,5750.0,2.0,121.0,1235.0,64010.0,248.0,5373.0,94.0,3836.0,2.0,59.0,1766.0,46354.0
2020-06-20,Kings,County,156444.0,21.0,2288.0,0.0,38.0,105.0,21463.0,22.0,2553.0,46.0,1331.0,0.0,9.0,941.0,13356.0
2020-06-20,Lake,County,64871.0,3.0,48.0,0.0,0.0,51.0,4471.0,1.0,40.0,1.0,37.0,0.0,0.0,116.0,3653.0
2020-06-20,Lassen,County,30065.0,0.0,18.0,0.0,0.0,4.0,2565.0,0.0,52.0,0.0,7.0,0.0,0.0,62.0,2137.0
2020-06-20,Los Angeles,County,10257557.0,1614.0,93142.0,38.0,4182.0,17628.0,1456774.0,2077.0,115442.0,2032.0,81604.0,46.0,3093.0,28413.0,1013759.0
2020-06-20,Madera,County,160089.0,20.0,608.0,0.0,12.0,228.0,8559.0,15.0,397.0,21.0,321.0,0.0,4.0,271.0,4741.0
