date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
2020-05-15,Lake,County,64871.0,0.0,13.0,0.0,0.0,49.0,1306.0,0.0,10.0,0.0,7.0,0.0,0.0,59.0,343.0
2020-05-15,Lassen,County,30065.0,0.0,0.0,0.0,0.0,9.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0
2020-05-15,Los Angeles,County,10257557.0,1177.0,45652.0,56.0,2962.0,30839.0,624981.0,1863.0,53526.0,890.0,36317.0,41.0,1734.0,21030.0,181106.0
2020-05-15,Madera,County,160089.0,9.0,142.0,0.0,3.0,94.0,1930.0,5.0,77.0,2.0,71.0,0.0,2.0,32.0,331.0
2020-05-15,Marin,County,260800.0,18.0,342.0,0.0,20.0,443.0,9127.0,17.0,360.0,12.0,295.0,0.0,14.0,270.0,2431.0
2020-05-15,Mariposa,County,17795.0,0.0,15.0,0.0,1.0,83.0,688.0,0.0,14.0,0.0,15.0,1.0,1.0,4.0,269.0
2020-05-15,Mendocino,County,88439.0,1.0,13.0,1.0,1.0,157.0,2278.0,2.0,34.0,0.0,10.0,0.0,0.0,66.0,374.0
2020-05-15,Merced,County,287420.0,10.0,299.0,0.0,6.0,203.0,5630.0,4.0,320.0,9.0,191.0,2.0,5.0,209.0,1877.0
2020-05-15,Modoc,County,9475.0,0.0,0.0,0.0,0.0,8.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
2020-05-15,Mono,County,13961.0,0.0,38.0,0.0,1.0,14.0,560.0,0.0,50.0,0.0,31.0,0.0,1.0,29.0,158.0
2020-05-15,Monterey,County,448732.0,10.0,393.0,0.0,11.0,417.0,6816.0,10.0,363.0,4.0,321.0,1.0,8.0,150.0,1268.0
2020-05-15,Napa,County,139652.0,2.0,104.0,0.0,3.0,432.0,5744.0,4.0,95.0,0.0,83.0,0.0,3.0,306.0,1666.0
2020-05-15,Nevada,County,98710.0,1.0,47.0,0.0,1.0,82.0,2462.0,0.0,17.0,0.0,41.0,0.0,1.0,63.0,528.0
2020-05-15,Orange,County,3228519.0,173.0,6264.0,10.0,399.0,2928.0,79689.0,205.0,6524.0,118.0,4281.0,4.0,87.0,1933.0,16819.0
2020-05-15,Out of state,County,,,,,,,,,,,,,,149.0,1289.0
2020-05-15,Placer,County,400434.0,0.0,188.0,0.0,9.0,259.0,9195.0,5.0,241.0,2.0,174.0,0.0,8.0,228.0,2210.0
2020-05-15,Plumas,County,18997.0,0.0,4.0,0.0,0.0,19.0,557.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,65.0
2020-05-15,Riverside,County,2468145.0,183.0,6594.0,6.0,355.0,2238.0,96713.0,178.0,7166.0,157.0,5496.0,9.0,233.0,1560.0,22254.0
2020-05-15,Sacramento,County,1567975.0,12.0,1291.0,0.0,69.0,983.0,37371.0,13.0,1514.0,22.0,1203.0,0.0,55.0,1106.0,8712.0
2020-05-15,San Benito,County,64022.0,2.0,70.0,0.0,2.0,106.0,1982.0,1.0,75.0,1.0,57.0,0.0,2.0,197.0,841.0
2020-05-15,San Bernardino,County,2217398.0,179.0,4450.0,5.0,242.0,2764.0,55275.0,191.0,5010.0,76.0,3225.0,4.0,153.0,1471.0,14563.0
2020-05-15,San Diego,County,3370418.0,134.0,6598.0,2.0,329.0,3311.0,80535.0,180.0,6628.0,132.0,5525.0,8.0,208.0,3349.0,26590.0
2020-05-15,San Francisco,County,892280.0,33.0,2319.0,0.0,48.0,1736.0,40724.0,59.0,2462.0,33.0,2062.0,0.0,36.0,1547.0,12563.0
2020-05-15,San Joaquin,County,782545.0,15.0,769.0,0.0,37.0,449.0,15994.0,19.0,897.0,13.0,656.0,1.0,32.0,390.0,3802.0
2020-05-15,San Luis Obispo,County,278862.0,3.0,297.0,0.0,4.0,533.0,11118.0,5.0,258.0,1.0,237.0,0.0,1.0,410.0,3618.0
2020-05-15,San Mateo,County,778001.0,28.0,1844.0,2.0,110.0,1312.0,31336.0,70.0,2670.0,24.0,1612.0,1.0,68.0,630.0,7045.0
2020-05-15,Santa Barbara,County,456373.0,17.0,1721.0,1.0,27.0,734.0,16307.0,22.0,1709.0,14.0,1409.0,-1.0,10.0,662.0,6163.0
2020-05-15,Santa Clara,County,1967585.0,21.0,2826.0,0.0,195.0,2069.0,61069.0,38.0,3966.0,15.0,2395.0,1.0,135.0,2232.0,17888.0
2020-05-15,Santa Cruz,County,273999.0,2.0,172.0,0.0,2.0,300.0,6801.0,1.0,193.0,1.0,146.0,0.0,3.0,177.0,1448.0
2020-05-15,Shasta,County,177925.0,0.0,48.0,0.0,4.0,201.0,4011.0,0.0,80.0,0.0,33.0,0.0,4.0,159.0,1307.0
2020-05-15,Sierra,County,3115.0,0.0,1.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-15,Siskiyou,County,43956.0,0.0,5.0,0.0,0.0,43.0,1486.0,0.0,13.0,0.0,5.0,0.0,0.0,49.0,520.0
2020-05-15,Solano,County,444255.0,9.0,492.0,0.0,27.0,617.0,11555.0,8.0,484.0,16.0,388.0,0.0,4.0,228.0,2583.0
2020-05-15,Sonoma,County,496668.0,17.0,451.0,0.0,3.0,1072.0,19433.0,20.0,475.0,16.0,349.0,0.0,4.0,761.0,5750.0
2020-05-15,Stanislaus,County,562303.0,19.0,652.0,1.0,44.0,358.0,11491.0,21.0,736.0,7.0,540.0,0.0,23.0,419.0,3049.0
2020-05-15,Sutter,County,105747.0,0.0,45.0,0.0,2.0,81.0,1840.0,0.0,37.0,1.0,35.0,0.0,2.0,71.0,621.0
2020-05-15,Tehama,County,65885.0,0.0,3.0,0.0,1.0,144.0,1213.0,0.0,6.0,0.0,1.0,0.0,1.0,38.0,353.0
2020-05-15,Trinity,County,13354.0,0.0,1.0,0.0,0.0,17.0,241.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,32.0
2020-05-15,Tulare,County,484423.0,33.0,1833.0,0.0,114.0,445.0,17641.0,52.0,2472.0,39.0,1356.0,6.0,61.0,304.0,4374.0
2020-05-15,Tuolumne,County,52351.0,0.0,2.0,0.0,0.0,22.0,1146.0,0.0,2.0,0.0,2.0,0.0,0.0,16.0,188.0
2020-05-15,Unknown,County,,0.0,0.0,0.0,0.0,,,,,1.0,3.0,0.0,0.0,155.0,1609.0
2020-05-15,Ventura,County,852747.0,28.0,1097.0,1.0,38.0,842.0,24333.0,31.0,1232.0,29.0,789.0,0.0,25.0,805.0,5305.0
2020-05-15,Yolo,County,223612.0,0.0,194.0,0.0,25.0,170.0,5485.0,4.0,311.0,2.0,182.0,0.0,22.0,215.0,1561.0
2020-05-15,Yuba,County,79290.0,0.0,27.0,0.0,1.0,66.0,1456.0,0.0,21.0,0.0,21.0,0.0,1.0,49.0,401.0
2020-05-14,Alameda,County,1685886.0,58.0,2681.0,0.0,125.0,1321.0,41600.0,82.0,2462.0,74.0,2255.0,2.0,80.0,823.0,9895.0
2020-05-14,Alpine,County,1117.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-14,Amador,County,38531.0,0.0,11.0,0.0,0.0,21.0,714.0,0.0,11.0,0.0,8.0,0.0,0.0,19.0,113.0
2020-05-14,Butte,County,217769.0,0.0,30.0,0.0,0.0,86.0,3023.0,1.0,33.0,1.0,22.0,0.0,0.0,56.0,808.0
2020-05-14,Calaveras,County,44289.0,0.0,16.0,0.0,0.0,36.0,899.0,0.0,15.0,0.0,13.0,0.0,0.0,31.0,189.0
2020-05-14,California,State,40129160.0,2642.0,95121.0,107.0,5397.0,57406.0,1379093.0,3412.0,105207.0,1772.0,74936.0,103.0,3029.0,29229.0,353720.0
2020-05-14,Colusa,County,22593.0,0.0,3.0,0.0,0.0,11.0,227.0,0.0,4.0,0.0,3.0,0.0,0.0,9.0,55.0
2020-05-14,Contra Costa,County,1160099.0,22.0,1264.0,0.0,42.0,938.0,27090.0,17.0,1232.0,8.0,1090.0,0.0,32.0,535.0,5834.0
2020-05-14,Del Norte,County,27558.0,1.0,14.0,0.0,0.0,16.0,551.0,0.0,6.0,0.0,4.0,0.0,0.0,16.0,102.0
2020-05-14,El Dorado,County,193098.0,1.0,73.0,0.0,0.0,144.0,4832.0,1.0,79.0,1.0,59.0,0.0,0.0,167.0,1499.0
2020-05-14,Fresno,County,1032227.0,92.0,1980.0,2.0,87.0,606.0,16308.0,63.0,1429.0,45.0,1038.0,2.0,12.0,283.0,3881.0
2020-05-14,Glenn,County,29348.0,1.0,15.0,0.0,0.0,31.0,279.0,1.0,11.0,2.0,8.0,0.0,0.0,5.0,54.0
2020-05-14,Humboldt,County,134098.0,6.0,89.0,0.0,4.0,118.0,4583.0,1.0,79.0,1.0,59.0,0.0,0.0,106.0,1073.0
2020-05-14,Imperial,County,191649.0,67.0,1469.0,4.0,75.0,265.0,6021.0,75.0,1048.0,42.0,652.0,2.0,13.0,209.0,2554.0
2020-05-14,Inyo,County,18453.0,0.0,19.0,0.0,1.0,11.0,482.0,0.0,22.0,0.0,20.0,0.0,1.0,9.0,125.0
2020-05-14,Kern,County,927251.0,44.0,1813.0,1.0,49.0,899.0,16716.0,41.0,1233.0,40.0,1430.0,2.0,21.0,437.0,4040.0
2020-05-14,Kings,County,156444.0,13.0,463.0,0.0,3.0,227.0,4411.0,18.0,517.0,28.0,342.0,0.0,1.0,79.0,1077.0
2020-05-14,Lake,County,64871.0,0.0,13.0,0.0,0.0,36.0,1257.0,0.0,10.0,0.0,7.0,0.0,0.0,46.0,284.0
2020-05-14,Lassen,County,30065.0,0.0,0.0,0.0,0.0,12.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0
2020-05-14,Los Angeles,County,10257557.0,1314.0,44475.0,57.0,2906.0,30059.0,594142.0,1984.0,51663.0,853.0,35427.0,50.0,1693.0,10699.0,160076.0
2020-05-14,Madera,County,160089.0,9.0,133.0,0.0,3.0,65.0,1836.0,3.0,72.0,0.0,69.0,0.0,2.0,23.0,299.0
2020-05-14,Marin,County,260800.0,13.0,324.0,0.0,20.0,294.0,8684.0,17.0,343.0,5.0,283.0,0.0,14.0,169.0,2161.0
2020-05-14,Mariposa,County,17795.0,0.0,15.0,0.0,1.0,10.0,605.0,0.0,14.0,0.0,15.0,0.0,0.0,4.0,265.0
2020-05-14,Mendocino,County,88439.0,0.0,12.0,0.0,0.0,48.0,2121.0,0.0,32.0,0.0,10.0,0.0,0.0,69.0,308.0
2020-05-14,Merced,County,287420.0,2.0,289.0,0.0,6.0,125.0,5427.0,4.0,316.0,6.0,182.0,0.0,3.0,159.0,1668.0
2020-05-14,Modoc,County,9475.0,0.0,0.0,0.0,0.0,4.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2020-05-14,Mono,County,13961.0,1.0,38.0,0.0,1.0,22.0,546.0,1.0,50.0,0.0,31.0,0.0,1.0,18.0,129.0
2020-05-14,Monterey,County,448732.0,10.0,383.0,0.0,11.0,205.0,6399.0,9.0,353.0,8.0,317.0,1.0,7.0,126.0,1118.0
2020-05-14,Napa,County,139652.0,0.0,102.0,0.0,3.0,345.0,5312.0,0.0,91.0,2.0,83.0,0.0,3.0,172.0,1360.0
2020-05-14,Nevada,County,98710.0,0.0,46.0,0.0,1.0,74.0,2380.0,0.0,17.0,0.0,41.0,0.0,1.0,49.0,465.0
2020-05-14,Orange,County,3228519.0,232.0,6091.0,19.0,389.0,2198.0,76761.0,169.0,6319.0,138.0,4163.0,4.0,83.0,1595.0,14886.0
2020-05-14,Out of state,County,,,,,,,,,,,,,,119.0,1140.0
2020-05-14,Placer,County,400434.0,1.0,188.0,0.0,9.0,241.0,8936.0,5.0,236.0,2.0,172.0,0.0,8.0,202.0,1982.0
2020-05-14,Plumas,County,18997.0,0.0,4.0,0.0,0.0,23.0,538.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,60.0
2020-05-14,Riverside,County,2468145.0,124.0,6411.0,9.0,349.0,2478.0,94475.0,181.0,6988.0,135.0,5339.0,8.0,224.0,1298.0,20694.0
2020-05-14,Sacramento,County,1567975.0,15.0,1279.0,1.0,69.0,1264.0,36388.0,13.0,1501.0,8.0,1181.0,2.0,55.0,923.0,7606.0
2020-05-14,San Benito,County,64022.0,0.0,68.0,0.0,2.0,54.0,1876.0,0.0,74.0,1.0,56.0,0.0,2.0,111.0,644.0
2020-05-14,San Bernardino,County,2217398.0,255.0,4271.0,5.0,237.0,2413.0,52511.0,260.0,4819.0,85.0,3149.0,9.0,149.0,1055.0,13092.0
2020-05-14,San Diego,County,3370418.0,135.0,6464.0,4.0,327.0,3284.0,77224.0,174.0,6448.0,113.0,5393.0,6.0,200.0,2593.0,23241.0
2020-05-14,San Francisco,County,892280.0,28.0,2286.0,0.0,48.0,1893.0,38988.0,56.0,2403.0,25.0,2029.0,1.0,36.0,1180.0,11016.0
2020-05-14,San Joaquin,County,782545.0,21.0,754.0,0.0,37.0,728.0,15545.0,20.0,878.0,4.0,643.0,0.0,31.0,339.0,3412.0
2020-05-14,San Luis Obispo,County,278862.0,2.0,294.0,0.0,4.0,224.0,10585.0,1.0,253.0,5.0,236.0,0.0,1.0,314.0,3208.0
2020-05-14,San Mateo,County,778001.0,43.0,1816.0,0.0,108.0,1055.0,30024.0,62.0,2600.0,38.0,1588.0,1.0,67.0,544.0,6415.0
2020-05-14,Santa Barbara,County,456373.0,15.0,1704.0,1.0,26.0,316.0,15573.0,10.0,1687.0,13.0,1395.0,1.0,11.0,538.0,5501.0
2020-05-14,Santa Clara,County,1967585.0,17.0,2805.0,1.0,195.0,1775.0,59000.0,30.0,3928.0,10.0,2380.0,2.0,134.0,1564.0,15656.0
2020-05-14,Santa Cruz,County,273999.0,4.0,170.0,0.0,2.0,177.0,6501.0,0.0,192.0,3.0,145.0,1.0,3.0,165.0,1271.0
2020-05-14,Shasta,County,177925.0,0.0,48.0,0.0,4.0,102.0,3810.0,0.0,80.0,1.0,33.0,0.0,4.0,139.0,1148.0
2020-05-14,Sierra,County,3115.0,0.0,1.0,0.0,0.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14,Siskiyou,County,43956.0,0.0,5.0,0.0,0.0,92.0,1443.0,0.0,13.0,0.0,5.0,0.0,0.0,59.0,471.0
2020-05-14,Solano,County,444255.0,13.0,483.0,2.0,27.0,446.0,10938.0,7.0,476.0,4.0,372.0,0.0,4.0,162.0,2355.0
2020-05-14,Sonoma,County,496668.0,10.0,434.0,0.0,3.0,822.0,18361.0,14.0,455.0,3.0,333.0,0.0,4.0,464.0,4989.0
2020-05-14,Stanislaus,County,562303.0,9.0,633.0,0.0,43.0,335.0,11133.0,9.0,715.0,12.0,533.0,8.0,23.0,301.0,2630.0
2020-05-14,Sutter,County,105747.0,0.0,45.0,0.0,2.0,59.0,1759.0,0.0,37.0,1.0,34.0,0.0,2.0,57.0,550.0
2020-05-14,Tehama,County,65885.0,0.0,3.0,0.0,1.0,70.0,1069.0,0.0,6.0,0.0,1.0,0.0,1.0,44.0,315.0
2020-05-14,Trinity,County,13354.0,0.0,1.0,0.0,0.0,31.0,224.0,0.0,1.0,-1.0,1.0,0.0,0.0,5.0,28.0
2020-05-14,Tulare,County,484423.0,33.0,1800.0,1.0,114.0,424.0,17196.0,53.0,2420.0,34.0,1317.0,1.0,55.0,223.0,4070.0
2020-05-14,Tuolumne,County,52351.0,0.0,2.0,0.0,0.0,31.0,1124.0,0.0,2.0,0.0,2.0,0.0,0.0,17.0,172.0
2020-05-14,Unknown,County,,0.0,0.0,0.0,0.0,,,,,0.0,2.0,0.0,0.0,108.0,1454.0
2020-05-14,Ventura,County,852747.0,27.0,1069.0,0.0,37.0,618.0,23491.0,27.0,1201.0,18.0,760.0,0.0,25.0,571.0,4500.0
2020-05-14,Yolo,County,223612.0,2.0,194.0,0.0,25.0,173.0,5315.0,1.0,307.0,2.0,180.0,0.0,22.0,175.0,1346.0
2020-05-14,Yuba,County,79290.0,2.0,27.0,0.0,1.0,45.0,1390.0,2.0,21.0,2.0,21.0,0.0,1.0,38.0,352.0
2020-05-13,Alameda,County,1685886.0,59.0,2623.0,2.0,125.0,1348.0,40279.0,68.0,2380.0,35.0,2181.0,4.0,78.0,865.0,9072.0
2020-05-13,Alpine,County,1117.0,0.0,1.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-13,Amador,County,38531.0,0.0,11.0,0.0,0.0,33.0,693.0,0.0,11.0,0.0,8.0,0.0,0.0,14.0,94.0
2020-05-13,Butte,County,217769.0,2.0,30.0,0.0,0.0,111.0,2937.0,1.0,32.0,1.0,21.0,0.0,0.0,70.0,752.0
2020-05-13,Calaveras,County,44289.0,1.0,16.0,0.0,0.0,146.0,863.0,0.0,15.0,0.0,13.0,0.0,0.0,19.0,158.0
2020-05-13,California,State,40129160.0,2252.0,92479.0,83.0,5290.0,56793.0,1321687.0,2942.0,101795.0,7183.0,73164.0,270.0,2926.0,39033.0,324491.0
2020-05-13,Colusa,County,22593.0,0.0,3.0,0.0,0.0,6.0,216.0,0.0,4.0,0.0,3.0,0.0,0.0,7.0,46.0
2020-05-13,Contra Costa,County,1160099.0,31.0,1242.0,1.0,42.0,1089.0,26152.0,35.0,1215.0,15.0,1082.0,0.0,32.0,569.0,5299.0
2020-05-13,Del Norte,County,27558.0,3.0,13.0,0.0,0.0,29.0,535.0,1.0,6.0,1.0,4.0,0.0,0.0,18.0,86.0
2020-05-13,El Dorado,County,193098.0,2.0,72.0,0.0,0.0,178.0,4688.0,2.0,78.0,2.0,58.0,0.0,0.0,183.0,1332.0
2020-05-13,Fresno,County,1032227.0,80.0,1888.0,2.0,85.0,850.0,15702.0,56.0,1366.0,15.0,993.0,1.0,10.0,349.0,3598.0
2020-05-13,Glenn,County,29348.0,1.0,14.0,0.0,0.0,33.0,248.0,2.0,10.0,0.0,6.0,0.0,0.0,7.0,49.0
2020-05-13,Humboldt,County,134098.0,3.0,83.0,1.0,4.0,165.0,4465.0,2.0,78.0,0.0,58.0,0.0,0.0,146.0,967.0
2020-05-13,Imperial,County,191649.0,128.0,1402.0,6.0,71.0,371.0,5756.0,88.0,973.0,8.0,610.0,2.0,11.0,330.0,2345.0
2020-05-13,Inyo,County,18453.0,0.0,19.0,0.0,1.0,15.0,471.0,0.0,22.0,0.0,20.0,0.0,1.0,10.0,116.0
2020-05-13,Kern,County,927251.0,40.0,1769.0,0.0,48.0,813.0,15817.0,51.0,1192.0,27.0,1390.0,1.0,19.0,350.0,3603.0
2020-05-13,Kings,County,156444.0,21.0,450.0,0.0,3.0,217.0,4184.0,20.0,499.0,12.0,314.0,0.0,1.0,101.0,998.0
2020-05-13,Lake,County,64871.0,0.0,13.0,0.0,0.0,96.0,1221.0,0.0,10.0,0.0,7.0,0.0,0.0,33.0,238.0
2020-05-13,Lassen,County,30065.0,0.0,0.0,0.0,0.0,8.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0
2020-05-13,Los Angeles,County,10257557.0,997.0,43161.0,39.0,2849.0,26068.0,564083.0,1447.0,49679.0,1293.0,34574.0,42.0,1643.0,20699.0,149377.0
2020-05-13,Madera,County,160089.0,4.0,124.0,0.0,3.0,73.0,1771.0,1.0,69.0,0.0,69.0,0.0,2.0,25.0,276.0
2020-05-13,Marin,County,260800.0,5.0,311.0,0.0,20.0,361.0,8390.0,6.0,326.0,4.0,278.0,0.0,14.0,177.0,1992.0
2020-05-13,Mariposa,County,17795.0,0.0,15.0,0.0,1.0,46.0,595.0,0.0,14.0,0.0,15.0,0.0,0.0,3.0,261.0
2020-05-13,Mendocino,County,88439.0,0.0,12.0,0.0,0.0,57.0,2073.0,0.0,32.0,0.0,10.0,0.0,0.0,56.0,239.0
2020-05-13,Merced,County,287420.0,11.0,287.0,0.0,6.0,181.0,5302.0,8.0,312.0,1.0,176.0,0.0,3.0,172.0,1509.0
2020-05-13,Modoc,County,9475.0,0.0,0.0,0.0,0.0,4.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
2020-05-13,Mono,County,13961.0,0.0,37.0,0.0,1.0,54.0,524.0,0.0,49.0,0.0,31.0,0.0,1.0,19.0,111.0
2020-05-13,Monterey,County,448732.0,7.0,373.0,0.0,11.0,345.0,6194.0,10.0,344.0,11.0,309.0,0.0,6.0,107.0,992.0
2020-05-13,Napa,County,139652.0,2.0,102.0,0.0,3.0,383.0,4967.0,0.0,91.0,1.0,81.0,0.0,3.0,233.0,1188.0
2020-05-13,Nevada,County,98710.0,0.0,46.0,0.0,1.0,114.0,2306.0,0.0,17.0,0.0,41.0,0.0,1.0,49.0,416.0
2020-05-13,Orange,County,3228519.0,169.0,5859.0,14.0,370.0,2824.0,74563.0,175.0,6150.0,182.0,4025.0,1.0,79.0,1355.0,13291.0
2020-05-13,Out of state,County,,,,,,,,,,,,,,118.0,1021.0
2020-05-13,Placer,County,400434.0,0.0,187.0,0.0,9.0,344.0,8695.0,0.0,231.0,0.0,170.0,0.0,8.0,190.0,1780.0
2020-05-13,Plumas,County,18997.0,0.0,4.0,0.0,0.0,10.0,515.0,0.0,4.0,0.0,4.0,0.0,0.0,7.0,55.0
2020-05-13,Riverside,County,2468145.0,121.0,6287.0,5.0,340.0,2578.0,91997.0,160.0,6807.0,70.0,5204.0,6.0,216.0,1645.0,19396.0
2020-05-13,Sacramento,County,1567975.0,20.0,1264.0,1.0,68.0,1378.0,35124.0,30.0,1488.0,7.0,1173.0,1.0,53.0,797.0,6683.0
2020-05-13,San Benito,County,64022.0,0.0,68.0,0.0,2.0,105.0,1822.0,2.0,74.0,0.0,55.0,0.0,2.0,156.0,533.0
2020-05-13,San Bernardino,County,2217398.0,151.0,4016.0,1.0,232.0,2361.0,50098.0,169.0,4559.0,67.0,3064.0,9.0,140.0,1314.0,12037.0
2020-05-13,San Diego,County,3370418.0,144.0,6329.0,8.0,323.0,3639.0,73940.0,182.0,6274.0,5277.0,5280.0,194.0,194.0,2229.0,20648.0
2020-05-13,San Francisco,County,892280.0,35.0,2258.0,0.0,48.0,1650.0,37095.0,70.0,2347.0,23.0,2004.0,0.0,35.0,915.0,9836.0
2020-05-13,San Joaquin,County,782545.0,15.0,733.0,0.0,37.0,595.0,14817.0,25.0,858.0,14.0,639.0,1.0,31.0,297.0,3073.0
2020-05-13,San Luis Obispo,County,278862.0,3.0,292.0,0.0,4.0,484.0,10361.0,2.0,252.0,5.0,231.0,0.0,1.0,267.0,2894.0
2020-05-13,San Mateo,County,778001.0,25.0,1773.0,1.0,108.0,830.0,28969.0,47.0,2538.0,17.0,1550.0,0.0,66.0,500.0,5871.0
2020-05-13,Santa Barbara,County,456373.0,38.0,1689.0,1.0,25.0,706.0,15257.0,89.0,1677.0,5.0,1382.0,0.0,10.0,342.0,4963.0
2020-05-13,Santa Clara,County,1967585.0,28.0,2788.0,0.0,194.0,2046.0,57225.0,54.0,3898.0,8.0,2370.0,1.0,132.0,1640.0,14092.0
2020-05-13,Santa Cruz,County,273999.0,2.0,166.0,0.0,2.0,197.0,6324.0,0.0,192.0,1.0,142.0,0.0,2.0,135.0,1106.0
2020-05-13,Shasta,County,177925.0,1.0,48.0,0.0,4.0,200.0,3708.0,1.0,80.0,-1.0,32.0,0.0,4.0,137.0,1009.0
2020-05-13,Sierra,County,3115.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,Siskiyou,County,43956.0,0.0,5.0,0.0,0.0,153.0,1351.0,0.0,13.0,0.0,5.0,0.0,0.0,34.0,412.0
2020-05-13,Solano,County,444255.0,8.0,470.0,0.0,25.0,531.0,10492.0,10.0,469.0,7.0,368.0,0.0,4.0,168.0,2193.0
2020-05-13,Sonoma,County,496668.0,23.0,424.0,0.0,3.0,821.0,17539.0,21.0,441.0,22.0,330.0,0.0,4.0,576.0,4525.0
2020-05-13,Stanislaus,County,562303.0,6.0,624.0,0.0,43.0,297.0,10798.0,22.0,706.0,6.0,521.0,0.0,15.0,363.0,2329.0
2020-05-13,Sutter,County,105747.0,0.0,45.0,0.0,2.0,83.0,1700.0,0.0,37.0,0.0,33.0,0.0,2.0,61.0,493.0
2020-05-13,Tehama,County,65885.0,0.0,3.0,0.0,1.0,70.0,999.0,0.0,6.0,0.0,1.0,0.0,1.0,22.0,271.0
2020-05-13,Trinity,County,13354.0,0.0,1.0,0.0,0.0,26.0,193.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,23.0
2020-05-13,Tulare,County,484423.0,30.0,1767.0,0.0,113.0,467.0,16772.0,50.0,2367.0,22.0,1283.0,2.0,54.0,289.0,3847.0
2020-05-13,Tuolumne,County,52351.0,0.0,2.0,0.0,0.0,13.0,1093.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,155.0
2020-05-13,Unknown,County,,0.0,0.0,0.0,0.0,,,,,-2.0,2.0,0.0,0.0,106.0,1346.0
2020-05-13,Ventura,County,852747.0,35.0,1042.0,1.0,37.0,885.0,22873.0,30.0,1174.0,24.0,742.0,5.0,25.0,534.0,3929.0
2020-05-13,Yolo,County,223612.0,1.0,192.0,0.0,25.0,255.0,5142.0,5.0,306.0,2.0,178.0,0.0,22.0,165.0,1171.0
2020-05-13,Yuba,County,79290.0,0.0,25.0,0.0,1.0,48.0,1345.0,0.0,19.0,0.0,19.0,0.0,1.0,37.0,314.0
2020-05-12,Alameda,County,1685886.0,49.0,2564.0,0.0,123.0,1494.0,38931.0,44.0,2312.0,43.0,2146.0,3.0,74.0,611.0,8207.0
2020-05-12,Alpine,County,1117.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-12,Amador,County,38531.0,0.0,11.0,0.0,0.0,23.0,660.0,0.0,11.0,0.0,8.0,0.0,0.0,10.0,80.0
2020-05-12,Butte,County,217769.0,1.0,28.0,0.0,0.0,96.0,2826.0,0.0,31.0,1.0,20.0,0.0,0.0,46.0,682.0
2020-05-12,Calaveras,County,44289.0,0.0,15.0,0.0,0.0,30.0,717.0,0.0,15.0,0.0,13.0,0.0,0.0,16.0,139.0
2020-05-12,California,State,40129160.0,2410.0,90227.0,90.0,5207.0,59187.0,1264894.0,2980.0,98853.0,-3401.0,65981.0,-96.0,2656.0,32195.0,285458.0
2020-05-12,Colusa,County,22593.0,0.0,3.0,0.0,0.0,15.0,210.0,0.0,4.0,0.0,3.0,0.0,0.0,6.0,39.0
2020-05-12,Contra Costa,County,1160099.0,14.0,1211.0,0.0,41.0,1430.0,25063.0,14.0,1180.0,15.0,1067.0,0.0,32.0,370.0,4730.0
2020-05-12,Del Norte,County,27558.0,2.0,10.0,0.0,0.0,13.0,506.0,0.0,5.0,0.0,3.0,0.0,0.0,14.0,68.0
2020-05-12,El Dorado,County,193098.0,0.0,70.0,0.0,0.0,248.0,4510.0,2.0,76.0,1.0,56.0,0.0,0.0,176.0,1149.0
2020-05-12,Fresno,County,1032227.0,82.0,1808.0,3.0,83.0,893.0,14852.0,74.0,1310.0,41.0,978.0,1.0,9.0,251.0,3249.0
2020-05-12,Glenn,County,29348.0,0.0,13.0,0.0,0.0,23.0,215.0,2.0,8.0,0.0,6.0,0.0,0.0,6.0,42.0
2020-05-12,Humboldt,County,134098.0,3.0,80.0,0.0,3.0,255.0,4300.0,4.0,76.0,2.0,58.0,0.0,0.0,161.0,821.0
